ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name
ENSG00000000003,141.52864349168235,-0.755585722,0.1752068773989936,4.879381245655348e-6,3.402309671142376e-5,TSPAN6
ENSG00000000419,169.88355803562632,-0.670583978,0.16235079277053038,1.3547961951899002e-5,8.650461313050238e-5,DPM1
ENSG00000000457,49.92967602,-0.165536773,0.24258964756234622,0.43277899232657663,0.5688134844772629,SCYL3
ENSG00000000460,30.237997504244714,-1.291797931,0.41458345479788883,2.2578209838959386e-4,0.001068851,FIRRM
ENSG00000001036,239.23561767414492,-1.132879578,0.14841197563580263,3.5209947991373234e-15,9.149206349880601e-14,FUCA2
ENSG00000001084,107.53309123682227,-0.016242852,0.1837684644523828,0.92296469422348415,0.9531696791558991,GCLC
ENSG00000001167,63.55087766404182,-0.347163595,0.2379008246971034,0.097562377,0.18370529651400075,NFYA
ENSG00000001460,30.603728793659315,-0.465056811,0.3366342107060851,0.078718719,0.15531265191752572,STPG1
ENSG00000001461,114.05918737145502,0.45161615896009505,0.19396107319325526,0.011329667,0.031872419,NIPAL3
ENSG00000001497,224.1820296945365,-0.371346318,0.14066952073894667,0.005689047,0.017871688090537487,LAS1L
ENSG00000001561,74.48861656039054,-0.052141833,0.21455457234293163,0.7872066812509751,0.8599099462241221,ENPP4
ENSG00000001617,60.20572729504047,-0.069863025,0.23196217941326566,0.7319978234445026,0.8202082609706578,SEMA3F
ENSG00000001629,129.2043969742373,0.4069041451384552,0.2000641862703691,0.025784980493649964,0.063169735,ANKIB1
ENSG00000001630,403.04803605004327,-0.159433663,0.11331242843354923,0.1472410075153945,0.25266550286165634,CYP51A1
ENSG00000001631,325.1872974668852,0.4049897808380358,0.12051791049539615,5.074716532596917e-4,0.00219311,KRIT1
ENSG00000002016,51.29270807082171,0.6245490631672668,0.2693732235309195,0.007341898,0.022115283489276077,RAD52
ENSG00000002330,131.42602125612788,-0.324193581,0.17450493713830575,0.046259702,0.10128823148183379,BAD
ENSG00000002549,146.69175714900908,-0.218706394,0.15950670503866704,0.14576619218899836,0.2506968840827756,LAP3
ENSG00000002586,213.01097844840388,-0.580176416,0.15293580265638146,6.887000676663117e-5,3.7114628646594725e-4,CD99
ENSG00000002587,299.0397655420476,-1.000757452,0.134747497,2.3571062484240063e-14,5.619238494101155e-13,HS3ST1
ENSG00000002745,40.97602762049021,-0.907773108,0.32352332099804376,0.001027323,0.004083899,WNT16
