ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name
ENSG00000000003.16,66.3105349375211,-0.43213653157173626,0.24484083920313543,0.011858002517542,0.06492520594096615,TSPAN6
ENSG00000000419.14,270.3059202325825,0.06263102023417695,0.11133596501112908,0.5248983479352289,0.7638230839102943,DPM1
ENSG00000000457.14,44.46781837327853,-0.3900262525740042,0.3150650574221134,0.02908941360990474,0.1259608384842753,SCYL3
ENSG00000000460.17,31.765508270507585,0.036525289690659664,0.19407795972096295,0.7504384516008531,0.8980926715043945,FIRRM
ENSG00000000971.17,74.90514309291054,0.21580468287727644,0.19347117993516227,0.11267638285622583,0.3174035010832568,CFH
ENSG00000001036.14,275.1278360544081,-0.013285642722363851,0.11042158161148545,0.8911648911816428,0.9614263345530024,FUCA2
ENSG00000001084.13,146.09059639505296,0.2373128423197364,0.14896885101477858,0.050148338028964186,0.18496126952203637,GCLC
ENSG00000001167.15,67.43889559944557,0.0825495652675612,0.1769824349229895,0.4998922193858712,0.746662770828696,NFYA
ENSG00000001460.18,36.782094723141206,0.0170268015600249,0.1909461781924139,0.8831728220868322,0.9574653769397918,STPG1
ENSG00000001461.17,177.3126528498693,-0.349202029056096,0.15469281826275072,0.0063754280950365505,0.040577631447812415,NIPAL3
ENSG00000001497.18,126.23015137860112,0.26432700628362854,0.17825591644372502,0.05050498257563693,0.18574126494172222,LAS1L
ENSG00000001561.7,48.48526900542424,-0.3377271056715321,0.26794338589485994,0.03992241485810586,0.156810344601225,ENPP4
ENSG00000001617.12,21.063367993264613,-0.5947501912927694,0.5022985860753102,0.01271655069929377,0.06821543333557588,SEMA3F
ENSG00000001629.10,115.17551683692913,-0.07093872584158274,0.1479209215070564,0.5423243678607672,0.7760373758853985,ANKIB1
ENSG00000001630.18,202.68547959710722,-0.190610366223489,0.12667008183207262,0.07793540389040565,0.24936081936434376,CYP51A1
ENSG00000001631.17,162.3939253462258,0.001006155989082483,0.12690828869855386,0.9934252923668133,0.9980669918451726,KRIT1
ENSG00000002016.18,70.8135773339961,0.13418456222713085,0.1783542968594723,0.2902275783616875,0.5619408911344927,RAD52
ENSG00000002330.14,149.83575848504339,0.01196692993889635,0.14093494214928295,0.9172184533706861,0.9709567829381718,BAD
ENSG00000002549.13,128.95596255331893,-0.12687799835637673,0.14525805884185936,0.2765306265053437,0.5465301226677417,LAP3
ENSG00000002586.20,192.79773858010944,0.3265814216919422,0.14041401506249954,0.006186174270267774,0.03960286137672884,CD99
ENSG00000002746.15,4.914112420983154,0.056111949829400015,0.23784781196869828,0.3754472567812934,0.6482427172172124,HECW1
ENSG00000002822.16,115.28013215979398,-0.28277749960446974,0.17837387973587418,0.037796181884970276,0.15065501203980625,MAD1L1
ENSG00000002834.19,938.8044911422554,-0.08683121992458276,0.08197965611243357,0.2578568933927935,0.527326552783159,LASP1
ENSG00000002919.15,55.98414653749159,-0.20894753395347088,0.21350832681088808,0.13247974333837698,0.35366752608096,SNX11
ENSG00000003056.8,416.8341296725651,-0.09740178673225677,0.09387977568779292,0.25746320224472974,0.5269349493702771,M6PR
ENSG00000003096.15,12.971607015165056,-0.057800153276238074,0.22296853417740126,0.5364703949825185,0.7717503921837638,KLHL13
ENSG00000003137.9,9.482243499528161,-0.2481986753058675,0.40872802751546883,0.032537513152144565,0.135901856674092,CYP26B1
ENSG00000003147.19,257.0989952933224,0.010228764008111626,0.11525634847276832,0.9201485866965378,0.9717995479051366,ICA1
ENSG00000003249.15,46.70535113595387,0.35157083539683964,0.2712655873184688,0.035193148712331805,0.14334886055336132,DBNDD1
ENSG00000003393.16,115.65831695445847,-0.004728573690847872,0.1423154671621585,0.9658561832741469,0.990799350576458,ALS2
ENSG00000003400.16,32.637600920906685,-0.12144278542570017,0.2170984732461128,0.3185493932109434,0.5926668815439962,CASP10
ENSG00000003402.21,232.1620780420258,0.10402946885079814,0.12049578400801883,0.3177494196482404,0.5920887632804751,CFLAR
ENSG00000003436.16,1603.2250488587408,0.06686311039848188,0.06331925602265137,0.2713975889427848,0.5418073795636669,TFPI
ENSG00000003509.16,106.2652088828329,0.5580644514114609,0.1926333356194778,4.721712220651787e-4,0.005266235024311558,NDUFAF7
ENSG00000003756.17,289.4303819339579,-0.08329415638854668,0.10509653011226937,0.3757064901014989,0.6482858519208037,RBM5
ENSG00000003989.18,43.16654893819635,0.18271940896622949,0.2221896662461254,0.17686395417180967,0.423161957963959,SLC7A2
ENSG00000004059.11,7.19178873921737,-0.031930876082676835,0.22710613978467623,0.6671934784419649,0.8547319862110666,ARF5
ENSG00000004139.14,45.77781385628401,0.006937935761977127,0.17908958605409184,0.9542647354221239,0.9866431807333365,SARM1
ENSG00000004142.12,308.6711521684468,-0.06632028795141175,0.10386765667909041,0.47697162750459215,0.7310430299440475,POLDIP2
ENSG00000004399.13,116.65271692037335,-0.10642775966545154,0.15467334925476378,0.37380611205488073,0.6469011019327618,PLXND1
ENSG00000004455.18,733.9164114393178,0.20232581805258273,0.08549432805182468,0.011036620354408373,0.06168137387299993,AK2
ENSG00000004478.8,514.7139304269964,-0.16521303603639836,0.09324460600959472,0.05326765272157186,0.19308109759214082,FKBP4
ENSG00000004487.18,256.1428550757534,-0.10427445391388182,0.11517156452185924,0.3004091661218075,0.5744128452812151,KDM1A
ENSG00000004534.15,315.390930867279,-0.4224920423771593,0.11899138027288099,8.435596107511751e-5,0.0012433194339651196,RBM6
ENSG00000004660.15,24.64435895268437,0.08244327328566466,0.2137984963541094,0.4624488644958258,0.7184916197194631,CAMKK1
