ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name
ENSG00000000419.14,169.43267294829312,0.39332075481005224,0.16405617098998726,0.0014973701561456021,0.022762298798519934,DPM1
ENSG00000000457.14,66.56692806502123,0.009534444483181928,0.12393685940321862,0.8848768903101807,0.9702965498880379,SCYL3
ENSG00000000460.17,65.45177758735707,0.041822779969797955,0.12940329710570148,0.5496922832013966,0.8304346654489512,FIRRM
ENSG00000000971.17,3.3319333631512493,-0.022782816137186163,0.1494945094885804,0.2349514399489738,NA,CFH
ENSG00000001036.14,63.01600129061174,-0.08403448421707123,0.14615378013464875,0.2582755538044426,0.6093465064457402,FUCA2
ENSG00000001084.13,44.06434847331608,0.08010997196668977,0.15260357695711874,0.24341866963759437,0.5930359946003663,GCLC
ENSG00000001167.15,53.468580035291176,0.21389720759918382,0.2735096178804932,0.03802763342712399,0.22773895268002262,NFYA
ENSG00000001460.18,13.84682029549038,0.019205240340698065,0.14307668663295448,0.6516184348143298,NA,STPG1
ENSG00000001461.17,212.9051748557155,-0.08240050346338457,0.10873889601691428,0.29316094407524473,0.6454218197396128,NIPAL3
ENSG00000001497.18,138.42954589815665,0.007196906103383101,0.10825567819757956,0.923292615145743,0.9841420848849189,LAS1L
ENSG00000001561.7,41.48680001317286,0.12393065112482471,0.18635000194736445,0.106042124525174,0.4022273898687042,ENPP4
ENSG00000001629.10,345.0587221159244,-0.10730734851336157,0.10019640197711274,0.16491285783954693,0.4951908849723004,ANKIB1
ENSG00000001630.18,313.87591283746013,-0.007920886385633867,0.08957469299451067,0.9107396396377769,0.9808366701688425,CYP51A1
ENSG00000001631.17,312.12145226909917,-0.06324883703031596,0.09275802869191259,0.3880004214397774,0.7224420684393813,KRIT1
ENSG00000002016.18,12.490229748281081,0.01955612552521879,0.14396231026118791,0.6266004868071027,NA,RAD52
ENSG00000002330.14,126.1123691347869,-0.01071959657295707,0.110732008513928,0.88256625652762,0.9693401948998365,BAD
ENSG00000002549.13,179.79005950199235,-0.045307034646596085,0.10512558802731363,0.5483639972456433,0.8295506332217039,LAP3
ENSG00000002586.20,7.6171264305836,0.006208642851474625,0.1445222391669177,0.8497607713879543,NA,CD99
ENSG00000002587.10,11.505817279782988,-0.046127983314171596,0.1532080944601432,0.22622012214431436,NA,HS3ST1
ENSG00000002746.15,36.083881330476856,-7.58921840765445e-4,0.133448913214901,0.9882268023865477,0.9983259592673644,HECW1
ENSG00000002822.16,6.100076731291659,-0.0023082679530029284,0.1458104210917099,0.9269005560356397,NA,MAD1L1
ENSG00000002834.19,696.7744961346584,-0.07980242313554065,0.0760372745975403,0.22197291723448945,0.5691673539880925,LASP1
ENSG00000002919.15,51.877360725765406,0.08316965132659104,0.15147884029553527,0.243371982586022,0.5930359946003663,SNX11
ENSG00000003056.8,215.5197110232225,0.08802935365045648,0.11013402005714464,0.2706277160250127,0.6223827946692352,M6PR
ENSG00000003147.19,55.4395406374017,-0.01501323075228477,0.1277611745990093,0.8178452844972817,0.9464766649985171,ICA1
ENSG00000003249.15,5.823630207098933,-0.021709783990245403,0.1474468512937285,0.4545996093420989,NA,DBNDD1
ENSG00000003393.16,85.04554329733215,0.03261936594246496,0.12412895950868168,0.646022871926852,0.8809481230295254,ALS2
ENSG00000003400.16,292.18246081772605,-0.4217465462278816,0.11789951226701137,3.434674344707339e-5,0.0011133796740890997,CASP10
ENSG00000003402.21,495.0327119129297,-0.6248541632569563,0.09168439034537548,7.024843902836351e-13,1.6302427520877722e-10,CFLAR
ENSG00000003509.16,36.89496760427049,0.016903472583311107,0.13391507867790686,0.7757707508456229,0.9320931762638275,NDUFAF7
ENSG00000003756.17,297.94106773167124,0.21896634201489065,0.11304618164509252,0.013023390378838682,0.11405610312593806,RBM5
ENSG00000004139.14,19.505411824705593,0.0012043179230818322,0.13917228780960664,0.9813434795459149,0.9974458968972969,SARM1
ENSG00000004142.12,249.1869698712849,-0.14184149951917382,0.11187832825860435,0.08742709201627735,0.36054024560563097,POLDIP2
ENSG00000004399.13,5.247012513997777,0.007357542965840031,0.14589593642156068,0.7839068957964487,NA,PLXND1
ENSG00000004455.18,377.34261561253976,-0.002505788579520969,0.08557000038000809,0.9706567246983853,0.9959293381430244,AK2
ENSG00000004468.13,94.23647611002396,-0.17917346589303768,0.1741742403943543,0.06560486802798476,0.31288711229974425,CD38
ENSG00000004478.8,226.07716929741028,-0.0947915833911699,0.1084442518533459,0.2310845812766742,0.5793123887309519,FKBP4
ENSG00000004487.18,71.30719519193657,0.040971602973499714,0.129150678995808,0.5564452991163162,0.8348314647776528,KDM1A
ENSG00000004534.15,238.11952972948373,0.007929746518712115,0.0970975095497542,0.9143955034841194,0.9808366701688425,RBM6
ENSG00000004700.16,236.55816329585514,0.015461640258296609,0.0981090978634896,0.8339745745233857,0.9527501095386535,RECQL
ENSG00000004766.17,74.19449113154803,0.014662064724773148,0.12325707125303176,0.8326882680460621,0.952243241686453,VPS50
ENSG00000004777.19,14.57244379079838,0.011927027757956541,0.14244226567284726,0.7731242006278195,NA,ARHGAP33
ENSG00000004779.10,874.6737176954139,0.07018060368201873,0.0677046977522169,0.24363580494994772,0.5930359946003663,NDUFAB1
ENSG00000004864.14,58.80031690555115,0.03713353003280856,0.1307379939582846,0.582816662993332,0.8489166953878754,SLC25A13
ENSG00000004866.22,111.2557005900404,0.005034021949078654,0.11451706509540761,0.9456842282563751,0.9901261496810662,ST7
ENSG00000004897.12,377.5740048130319,-0.07520490367928369,0.08919526983128086,0.29640570682195294,0.6486495225801461,CDC27
