gene_symbol,log2FoldChange_all_24hrs_genes,log2FoldChange_all_48hrs_genes,log2FoldChange_all_72hrs_genes,log2FoldChange_all_96hrs_genes,log2FoldChange_all_CDK11i_genes
CCDC57,0.04566303559798186,0.6447631086739072,1.3333433262541439,0.9050405800009176,-0.7694154854109556
CCDC59,0.20926718620463636,0.264879162815802,0.19227749548376866,0.052494198108678114,0.590591908075152
CCDC6,0.24603103696928086,0.4465939875664527,0.5400650639911561,0.30033098469612396,0.2239585098679273
CCDC61,0.06410433132657195,-0.717605169153091,-1.2116213360889536,-1.3053904049641245,-1.4762764251738123
CCDC62,-0.015642696957136,-0.010014848166152591,0.03854331883919389,-0.06783619521241695,0.3676624969245053
CCDC66,0.16041182306339458,-0.11606008975869705,0.11000305332296896,-0.060825723569257,0.46393020840055776
CCDC68,0.25216133833505616,-0.17662633807363562,0.24128806080785106,0.24133908573103544,-1.087575702607629
CCDC69,0.20045258632986007,-0.15871475531719356,0.2499805284128147,-0.08227834851392218,-0.7064570989945387
CCDC7,-0.26748366368006987,-0.007706236099939871,0.47430640140956026,0.21963266751974536,0.1009416774085317
CCDC71,-0.7698357248971099,-0.5894466758788196,-0.6318444766433111,-0.5439557274548181,-2.8546366030207913
CCDC71L,-0.24262106173828182,-0.5230576512231968,0.38622844309050375,0.21914086578475395,-0.09818362681425392
CCDC74A,-0.7353029579407089,-2.050832205465623,-1.7005706295368082,-1.7803976786040279,-1.186272826914785
CCDC77,0.058834520830294904,-0.025647399114161994,-0.205551924005653,-0.15863593469612686,-0.23430848218820122
CCDC78,-0.24130726087397103,-5.996855313001418,-4.68327625933384,-6.0475543796120075,-2.058366403075142
CCDC80,-0.004193644321603735,0.2778860147706252,0.15194331938002523,0.3577174204284984,-0.1196144322967309
CCDC81,0.4456309874664223,1.841808421161273,0.5199683627336286,0.3469298585624501,1.331128003634531
CCDC82,0.14098070725960984,-0.0557326053957258,-0.08353711313603034,0.1296405912146586,0.2515930336048453
CCDC85B,-1.3168734130178577,-1.7413456286187476,-1.4489426626855169,-1.5873758659780872,-1.0694553179528936
CCDC85C,0.301590507009673,0.08565609047793354,0.02130974512548644,-0.20884104519910396,-0.5838268580023765
CCDC86,9.696067608679556e-4,-0.22489289530502374,0.26948326573106546,0.3536179794333572,0.3522351630613612
CCDC88A,-0.0767375707984697,0.0894624094339203,0.06032602197292054,-0.36416012733385905,0.032288479225796085
CCDC88B,-0.05208390885967836,1.2163811961683066,1.825505359173736,0.30497025424580976,0.21769448946017445
CCDC88C,0.11573410110679545,0.20536273970473076,-0.11535802078844366,-0.15799825329070344,0.4027662200770684
CCDC9,0.12112312137836133,-0.6121130145885296,-1.0374893601364867,-0.9706736660609954,1.8920132457260752
CCDC90B,-0.6012181732727434,-0.020532592459425226,-0.24151114215628555,0.06640001474298199,-0.7982798943136192
CCDC91,0.4900391914893347,0.4523587662247974,0.2338818156782416,0.42924014553267004,-0.19260560689952913
CCDC92,-1.9309732428703752,-0.4967360866338082,-0.2925421884340143,0.4362348279118384,-1.5947805220379294
CCDC93,0.26101208844822177,0.39196230729304765,0.26867527487668424,0.5000518415979162,0.429881347710806
CCDC96,-0.12207325823224875,-0.3470757139932367,-0.36142426899377833,0.18791320740460116,-0.5231556300038612
CCDC97,-0.8404860309366521,-0.9697060361313956,-0.9215830782516614,-1.083053281501804,-0.7145244177050667
CCDC9B,0.023023638248754252,0.13819263804238882,0.22786091958689839,0.017806406701669913,-1.5638516234119209
CCER2,-0.11879299878833147,0.37788871792722234,0.37881904859192705,0.3841674620444216,0.4686508081872579
CCHCR1,0.06156227895694403,-0.2902901226184717,-0.41809659101460256,-0.7100769832484254,-0.6990653315242491
CCL28,0.05760147994216265,0.6241972108655003,0.6440293972806607,0.5809638473613337,0.1561150525555259
CCM2,0.5626995302355132,0.294736337178006,0.5063645770015021,0.46222941031748666,-1.3921472782526516
CCN1,0.633969395696266,0.2646160079831238,-0.5226704002982049,0.0075359200386808925,0.8069704680714723
CCN2,0.6026598657683772,0.47059942758324275,-0.32106163291672424,1.4472935685580262,2.7399891163052237
CCN3,0.06366550745084114,0.26193791010557455,0.7956618848670635,0.08492206084531416,0.0795038360230042
CCNA1,0.1848018715440539,1.050501136697737,0.31523137048031985,0.2735272198429401,-0.7558069061642725
CCNA2,0.019520744405898606,-0.8626887028823068,-2.444365037634312,-2.637721227965096,-0.4244652413663481
CCNB1,0.10103381915622035,-0.4919471635651551,-1.9735338449606,-2.421722451172087,-0.2896225048320366
CCNB1IP1,0.159812447070537,0.4140744525041057,0.25338306719526266,0.6642083273755502,0.014986513877672929
CCNB2,-0.10794450068221542,-0.5091911486664262,-1.9591152801116738,-2.263603530592423,0.14385243059278802
CCNC,-0.01933841477537548,-0.6322738246044046,-0.9743072707101909,-1.0689777668514222,-0.3393309505251488
CCND1,0.18989351852297184,0.3270908013064758,1.0397773142843205,1.1818084084657754,0.619074251430147
CCND2,0.08713696055578089,0.15958054398515956,-0.6270707132611409,0.010064456932441616,0.6527848884775358
CCND3,-0.4256036419839231,-1.1345175658766022,-0.37374557917485374,-0.38535077704574444,0.11242848311210957
CCNDBP1,0.24558648056096,0.1828470718258299,-0.09641042873907932,-0.47311482695600443,0.39515956554625575
CCNE1,-0.12133732498130595,-0.30533712935619584,0.014878550261791896,0.5137851680235669,0.8751244390641352
CCNE2,-0.7533253865436117,-2.742202052956019,-2.78481444512714,-1.6200589949554403,0.557429736585384
CCNF,-0.03523517941151551,-0.6348401693709161,-1.44212003086812,-1.6277945735125032,-0.7289436100396723
CCNG1,0.16861775567890586,0.19696011021726617,-0.24887902766252806,-0.3343580299499631,-0.11632866309821537
CCNG2,0.28538181346666575,0.6730239493666902,-0.5050194571374879,-0.22513941969557577,-0.42207240919572053
CCNH,-0.2910265683576248,-0.36104024478243296,-0.5080475311440649,-0.4456870723652209,0.30781429203075256
CCNI,-0.17962351785730876,-0.2767162708736093,-0.653823032153578,-0.8051824666636335,-0.21896053939621898
CCNJ,-0.2771646830321109,-0.48951995367132256,-0.3467611461073495,-0.6516122820200643,1.2596465198325788
CCNJL,0.0033256967968719516,-0.12991052355651805,-0.09821563014803307,0.21413366074572313,0.6587133606065635
CCNK,0.23929085839707803,0.17873295509189033,0.28299705539624065,0.39378590540205843,0.7742070042307018
CCNL1,0.21899881726343198,-0.012703342460206254,-0.014598957327128024,-0.07257705809485904,0.918479824212376
CCNL2,0.25968789292179806,0.7656889040521718,1.0360857873821774,1.0440624208814682,-0.39176075885357775
CCNO,-1.138084138593546,-0.7121400005322289,-0.9685649255776778,-0.8169494499032085,-0.51483313397352
CCNQ,0.21299333144651875,-0.2030741644400058,-0.03938101480396341,-0.05851387549340604,0.12091760344613625
CCNT1,0.14735988415591053,-0.1569819233679651,-0.12125678849850724,-0.1783800485305767,1.133856392702932
CCNT2,0.3471329767010968,0.19639068923309275,-0.11377699133775811,0.5534859111837135,1.7974115589869646
CCNY,-0.1836111830183452,-0.23967597146426112,-0.3853030838889079,-0.2461143741428644,0.03249964427170789
CCNYL1,0.10375001685217357,0.10651136114762429,0.10991950970485964,-0.08284164804460169,-0.20011799520735363
CCP110,-0.2701431413220421,-0.21483659429891855,-0.3033733119732263,-0.5227003046617504,0.04812371188264072
CCPG1,0.21402719570780515,0.37296327350756747,0.07717456653435122,0.6988240026665455,0.415160260125096
CCR10,-1.258707681025188,-2.8384009255273814,-2.0390438697427817,-1.0000528441648382,-1.4415554320447044
CCS,-0.22336720788644532,-0.04702473289679432,-0.1299772542500086,-0.4717275251546785,-1.1442751805253457
CCSAP,-0.02151604854716129,-0.07368394891156084,-0.33161053681907193,-0.10189046945980809,0.18416578103085932
CCSER2,-0.15280352369207814,0.2773909263289817,0.09757250843798654,0.04509567749558851,-0.10954375682634906
CCT2,0.1485227359338328,-0.26019747661099535,-0.4573689384638032,-0.6455448563629173,0.2991943750334743
CCT3,0.3746929836315609,-0.032832310914991496,-0.05605267176587541,0.012390914978215152,0.16330494523431824
CCT4,0.16000808552325138,0.024097500295045444,-0.17532506915966728,-0.29896505078413166,0.4191199207934833
CCT5,0.11764404399390813,-0.26882891598908526,-0.3589851759275415,-0.33629985341538743,0.27121149008116346
CCT6A,0.08870470497662993,-0.2531715094168593,-0.3694150274734516,-0.23383260381988993,0.15382324731010655
CCT7,0.06314782771104081,-0.38147377264168714,-0.44533497022580276,-0.576661747684795,0.12384435113290103
CCT8,0.15024989545662862,0.06358689754500448,-0.28716588446339136,-0.28771823183696943,0.5386974615616421
CCZ1,0.10498637254042716,-0.11475595732721557,-0.3658640221819951,0.02112231986668711,0.4843861722036713
CCZ1B,0.041585001434201296,-0.12758907179682197,-0.2906428434921235,-0.07727211411675432,0.05946771834633233
CD109,0.0462975170715462,0.6757365053558203,0.7798999591387034,0.5056540329960312,-0.36511552384704915
CD151,0.3311334384284579,-0.06165429060336748,-0.14327119160396573,-0.21859919002847442,-0.5814552035600692
CD163L1,-0.07029920756639871,-0.1132077427165301,-0.43836231800940983,-0.13541022134359476,0.14547681136323345
CD164,-0.05623386800226727,-0.03551331685420102,-0.06723569598614913,-0.05772669557110601,0.15443903837676892
CD24,0.07043393585229446,NA,-0.20299081284864898,0.029348642062485466,-0.5326582037801862
CD27,-0.01883535342495916,-0.4010551435634925,NA,-0.15550080307006464,0.6429899213842297
CD27-AS1,-0.4959576070570462,0.3186017355281889,0.20963275809742948,-0.16428186714814166,-0.7325244807287588
CD274,0.07614994771709202,0.31452894849211466,0.2927603129001187,1.682197129345526,2.435483390112857
CD276,0.36114848857936976,0.13625009947366382,0.4983779701166982,0.39305799720319257,0.055599285846955
CD28,0.07723608169139094,0.5541539161014568,NA,NA,1.1244048466028842
CD2AP,0.3024589562547492,-0.038898187898085794,-0.17520914566469062,-0.06808905502776354,0.2607720558450564
CD2BP2,-0.003974640948458043,-0.3908249074271957,-0.2230388068647928,-0.2517575218741097,-0.02943226511204389
CD302,-0.3385935858994857,-1.5098296762545078,-1.1823271982137946,-1.557052989483321,-1.0629904292813426
CD320,-0.22253602111943752,-0.7758468375868688,-0.48669937790681905,-0.4410186082736869,-0.7701147741181441
CD40,-0.0017761916527796768,-0.12721739969148405,-0.2049792731259519,-0.41539178460830273,-0.8987361013258923
CD44,-0.05856018376262174,-0.15224460600882195,-0.2879267547173118,0.06716194665897966,-0.1565749416816022
CD46,0.41086399827670883,0.4692027008689013,0.6571582874144396,0.6367097193777432,0.3827622312166025
CD47,-0.08598478969299056,-0.1349415022959281,-0.39850549688993814,-0.3026884773987892,-0.6320784729662735
CD55,0.3456014890556323,1.346579422057925,0.9302159207191478,0.7553481392155176,1.0639535779310159
CD58,-0.8633954952784407,-0.733045779245891,-0.7493048821117354,-0.3674330817869857,0.22937529073289736
CD59,0.30421332942732,-0.14434964490314142,-0.3119853592044406,-0.45852605841380284,-0.19214607644190815
CD63,0.32628216497428053,0.4591116674492721,0.5534030562279001,0.6311409424748345,0.006106455106223591
CD68,0.08883659326289876,0.10349573569466741,0.3053368658282731,0.03450721856089532,-0.49100433021968226
CD70,0.47687486535777074,0.9531988892899891,0.7835747194020615,0.5331387195239914,-0.8539707760099383
CD81,0.21835550705048393,0.10829788303200272,0.10088897402845504,0.22560817083091594,0.21581040802438248
CD82,0.14204049472555336,1.1057128658257167,2.469171784866728,0.9020820646550042,0.05543873511916908
CD83,0.26887890781906715,-0.5317054820628124,-1.220942540923496,-1.3175736499911115,-0.15895954590304973
CD9,0.4925884598820443,0.9835972659365124,0.9244088216454305,0.7275662095683788,-0.39801093071455185
CD99,0.07393318929409518,0.18924330818749813,0.09320956197700342,0.1099838792593188,0.14718697190262164
CD99L2,-0.11172445647878228,-0.027893036680491222,0.17019053842915158,0.018870604978185462,-1.2499958386401122
CDA,0.13599685018506688,0.9584910396222208,0.843957844846412,0.6343943855096427,-0.45101343004988786
CDADC1,0.13372272275221408,-0.04451291506785317,-0.2045106330729489,-0.20819234995538408,0.43705108453626323
CDAN1,0.0239362341549147,0.15121932602838795,-0.0023712140336954136,-0.02652793068385245,0.28058839864959356
CDC123,0.2786121789464389,-0.035225743769935584,0.02330133518462163,-0.07685349902076286,0.3232394979063563
CDC14A,-0.7534981595340887,-0.0680312508378872,-0.09931798381751403,0.0042579335920158055,0.28353673119063605
CDC14B,0.23178433227612694,0.6111379103981748,0.3581300762458376,0.6021394057211072,0.4326777564787449
CDC16,0.2749526451630194,0.18296499475616612,0.28143036132206506,0.19164436129469303,-0.11267918069670751
CDC20,0.2467383835804068,-0.20277137774126466,-1.6560366018718649,-2.083523989829703,-0.4652118927009918
CDC23,0.10792115348469063,-0.19327441253530267,-0.14222343850514715,0.10306066810512618,0.6930719414807861
CDC25A,-0.3116893984479723,-1.7718546639979538,-1.5037729576159764,-1.56057208510864,0.5318351014075807
CDC25B,0.5456683542490778,0.8693689519956836,0.46158416548479697,-0.49833314752677826,-1.2755183604059361
CDC25C,0.03310541336267874,-0.4808176370822688,-1.763059349627302,-1.9624306528118565,0.057406519553440054
CDC26,0.2903382466092631,-0.18923674453958,-0.02715982895030266,0.028290968428687294,0.03427135716842807
CDC27,0.13660428846009345,-0.07883247770153314,0.03267277466844043,-0.21256693787518507,-0.07057878211483323
CDC34,0.05024412768214691,0.37762341571269875,0.4504330543264385,0.3964736310180972,0.09194151029203719
CDC37,0.29468275113690323,0.01956226621609706,0.1767978720043982,0.30746536578801786,-0.4344866549897586
CDC37L1,-0.037676040377569615,0.11056698716933006,0.02115108946108328,0.4648558464461196,0.48590582053375025
CDC37L1-DT,0.04980172630420774,-0.2359486865304664,0.09685884508422456,0.10220608036072396,-0.12195236954099449
CDC40,-0.19240817147782954,-0.02076576809545389,0.10686849500818489,-0.004766777697664879,0.3679714404110189
CDC42,0.13558313908521583,-0.02762774094732302,-0.3034177189929745,-0.16819294692374934,0.3297492583907755
CDC42BPA,-0.19147577833436008,0.14313274927309283,-0.01240232753402463,-0.018772657924615722,-0.007398045509580479
CDC42BPB,0.6968945367052233,1.2287564536819615,0.9701263742276434,0.9669970793173543,0.671472646905674
CDC42EP1,-0.8618829092129225,0.04128104944031614,-0.6813549780304377,-0.18140317735446984,-0.8129617169507024
CDC42EP3,0.4679415865739128,1.093586425788887,1.2245950079359567,1.4490026481340135,0.2487938497880077
CDC42EP4,0.1550402069593302,0.22423221666090049,0.13066384797480707,-0.05359674735595319,-0.42494830650836724
CDC42EP5,-0.17279256428586703,0.20115626569943024,0.13227212334750427,-0.023580325984776142,-0.6854907753613859
CDC42SE1,0.11330855254294295,-0.12065174688258726,-0.11274172579101088,-0.1106065473747117,0.21767846861428697
CDC42SE2,0.06368559563539623,-0.006719872287148505,-0.20326946215315125,-0.0880544345280679,0.31056498385520714
CDC45,-0.3131953536578205,-1.7152974168539483,-2.5730142108890393,-2.192150493149199,-2.411070775620965
CDC5L,0.2921407015362495,0.20291062648588112,0.3457531367285494,0.38155285783526394,0.9268416105563465
CDC6,-0.11496611472802665,-1.675005202930388,-1.667224425214929,-1.2116879242669771,0.22758955384604965
CDC7,-0.9175619001539642,-1.4073665119216106,-1.7264616884365596,-1.8983515802011217,-0.6056850186323159
CDC73,0.2625400918790042,0.13351819463444062,-0.006130318543644538,-0.033380924297143025,0.5963278098525367
CDCA2,-0.05251639068210062,-0.9257882704063833,-1.9554438040824866,-2.1429662929410642,0.35378310803086477
CDCA3,-0.1754628271604189,-0.844900479925036,-2.454596434111379,-2.6109219448557917,-1.331334386593347
CDCA4,0.12980299576700136,-0.2234059041301376,-0.634615138443108,-0.014571761210236282,0.0543113814833675
CDCA5,-0.12449052745766499,-1.1696465594102123,-1.6454033501207885,-1.4270633282474259,0.6248283896672627
CDCA7,-0.28387618339941306,-1.0583566999685536,-1.3795307410236128,-1.5763292761061365,-0.5333895028229998
CDCA7L,0.37464707871767167,0.13643824666126464,-0.49353014609637197,-0.6115743001172064,-1.0170501206163167
CDCA8,0.12799321380782563,-0.34048970747018925,-1.9070106858205687,-1.8760257768448756,0.23498972564054155
CDCP1,0.21538424592562458,0.5141157784748028,0.8682787480257563,0.7221350133173657,-0.220037681893039
CDH2,0.1455096199753984,0.22993579489732172,-0.16813063762213887,-0.20159254536216867,-0.2622183786521253
CDH24,0.4990393891212058,0.250292101438725,0.3201618493829528,0.31906788262031766,-0.6380451531847748
CDH4,-4.391323371361427,-6.5014936034571535,-4.979751502678131,-3.571664642740377,-2.2712907641238123
CDIN1,-0.009529703762565254,-0.0506445344795134,0.11845624119689488,0.10037896432181333,0.08300028077419183
CDIP1,0.2280144343301148,0.12376846023169166,0.5251319691857805,0.5255970893663406,-0.5186284977034631
CDIPT,0.15978388779060537,0.2876644404030559,0.49198288271675494,0.19758496974859016,-0.46427512277074556
CDK1,-0.21459501653891475,-1.0201518434990342,-2.151129264175167,-2.250363774706007,0.019794516709390964
CDK10,0.20800029693050065,0.11684602943252193,-0.31758455316106077,-0.09166300081220151,-0.5111534497974985
CDK11A,0.6637177093982904,0.8360451805285943,1.1596045264748298,0.9467179809415357,1.465011912836877
CDK11B,0.20257027285877455,0.27554618651606855,0.3872174191580394,0.3442274623924665,1.3527093595986361
CDK12,-0.30690140017208967,-0.3777786518340823,-0.022493152918020693,-0.2466529350701886,0.6618959095044619
CDK13,-0.18399727174740832,-0.03550862962744197,0.0326332843728355,-0.05581782286867046,0.6507676029902513
CDK14,-0.06926572250581321,-0.47233268529777833,-0.74654535363436,-0.20984924456373558,-0.647263825877417
CDK16,-0.006710564919546332,-0.6242436998383541,-0.8028823147910411,-0.7124471649029168,-0.36929091047420476
CDK17,0.23307472831387063,0.2703349932050963,0.1946443136744769,0.46107349124227437,0.6755034206298196
CDK18,0.29176960237673655,1.2650655007511988,0.8765984997619796,0.812386323904652,-1.2425462930898072
CDK19,0.15494156331673775,0.557628759626066,0.030365957984064287,-0.13594509147525094,0.10286368116297198
CDK2,-0.19082834049538103,-1.0845941244178132,-1.4381207789375308,-1.4184415567117838,-0.583546722276819
CDK20,-0.005315110059552932,-0.10884415484887212,-0.08532290920769688,-0.28875997152911814,-0.14876572789101145
CDK2AP1,-0.046708103333674186,-0.9529461506532318,-0.7709556735497692,-0.4924690123917262,0.008361902596452067
CDK2AP2,0.037865891682641865,-0.1636956716445557,-0.026009972395702786,-0.09549237067060762,-0.38269097253950374
CDK4,0.08355934182993845,-0.152876325754088,-0.34704831972972466,-0.47463634467915944,-0.32647997227255304
CDK5,-0.574625991579247,-0.7134705793960392,0.04283386691962115,-0.5494735162560653,-1.460729953163277
CDK5R1,-0.06339105389338111,-0.22091079486346993,-0.3590278840652326,-0.18555617730714768,0.009105451640437346
CDK5RAP1,0.33677792981920596,0.32317325403853003,0.7683733285380578,0.8917306514093714,0.7879482532556881
CDK5RAP2,0.08918202034695599,-0.13054461141815749,-0.3012130570092173,-0.04300412193934884,0.4363963838658994
CDK5RAP3,-0.3130661395544295,0.0019471710408098051,0.2816705927846085,0.03210301249112502,-0.728655098563657
CDK6,0.08049170663520218,0.17483171319760335,0.4381381724336996,0.18319086292336134,-0.17669067006023945
CDK6-AS1,0.01872517531272443,-0.1299174302468859,-0.44816702730497976,-0.35815894576822876,0.21785845820828173
CDK7,0.5012095372575663,0.815613650042868,0.2861745967324615,0.3924525585284522,-0.05646227878191622
CDK8,0.18490429919329984,-0.4609932927616538,-0.45726298641910196,-0.6029625557926466,0.2822323575879003
CDK9,-0.011829264582643674,-0.6691888494919557,-0.8855353616505165,-0.8821178369857013,-0.45975564513499234
CDKAL1,0.22127419286646305,-0.14937507048641135,-0.02013422360047209,0.12458947657132427,-0.3122132079503314
CDKL1,-0.41019328896933843,-0.1643475771971157,-0.2970839309325296,-0.07561799686191108,-1.6703378280509138
CDKL2,0.18765392762437397,0.9648106903249583,0.7355393737645692,0.7250415262336167,-0.2034515907255565
CDKL3,0.4979054161016986,1.5649278654729957,0.8512410532055183,1.0561048147272418,1.5339026280243349
CDKL5,0.19368367170200865,0.16568592585822545,0.43464797884969814,0.37944377506362353,0.5532737689345844
CDKN1A,0.20541023412331819,2.072261420476501,2.5060394589107617,3.6778878345126755,1.3607932602872292
CDKN1B,0.09541390764756984,0.17135015052521987,-0.3722876555828763,-0.33402996730049106,0.3994080273209734
CDKN1C,0.3857234085432925,3.2375453206920835,1.921766444582207,0.62884668580097,-0.43346192189084154
CDKN2AIP,0.2492066761622008,0.09401200472855303,0.1768222734285955,0.23926374556659039,1.4254377002565757
CDKN2AIPNL,-1.1014387626934443,-1.5939981155444292,-1.1618447424223306,-0.8787328871700565,-1.0416570051369327
CDKN2B-AS1,0.2450227649096144,0.17770255336355797,0.7255925606730517,-0.1420497233179381,0.050370561634735404
CDKN2C,-0.2535934647071732,-0.3925307534412487,-0.9751126005343583,-0.7681072882888567,0.10692416282485936
CDKN2D,0.05198907257894088,-0.4352752386948739,-1.0223133242971314,-0.29251552044446016,-0.4390582903003484
CDKN3,-0.3928964492701642,-0.794425167800117,-2.2346336860157177,-2.3626536725240146,-1.7623422813500673
CDON,0.07011751809438987,0.1857645106921062,-0.32182846007213606,-0.2929328116856136,-1.1791078163976636
CDPF1,-0.8812700046475079,-1.2202210583528936,-1.1248579307121878,-1.0649524270526671,-0.3476208753330879
CDR2,0.06963216289718245,-0.11989691948446345,-0.31049293161905844,0.07640868932363816,-0.10713992887276721
CDR2L,-0.25751336955244053,-0.5472442085856258,-0.33790066478660985,-0.06691655853948275,-0.3686142451818258
CDRT4,-0.18569881554525366,0.012534105966698943,-0.10216921472562812,-0.31561368248414373,-0.04254840094785877
CDS1,0.013106175348956776,-0.7910419586541294,-0.9871876415969997,-1.453506436757444,-0.29813616617968447
CDS2,-0.11854420366048514,-0.046869345667307556,0.10916820259534228,-0.07271787026096649,-0.21744890953621848
CDT1,0.3685117748188587,-0.3143431563671385,-1.0709584083693016,-1.3571704579893429,-0.3449559836265004
CDV3,0.3381128061968105,0.10862078431945638,-0.10012487615547867,-0.20350805552490225,0.10375035219332225
CDYL,-0.0827831826228895,0.1489423769291308,0.23916967645960446,0.2143303876568844,0.07465357400896638
CDYL2,0.0742046215085233,0.05817497008812184,-0.23481307754068728,-0.19219227096971742,0.6028861592582454
CEBPA,-0.20471321218085653,-0.5877155096510813,0.6569944482901926,0.3117102955029847,0.07365917714792597
CEBPA-DT,-0.4179007327318925,-0.037380940635283376,-0.016322166446182822,0.1076815980944479,NA
CEBPB,-0.010560746308543532,1.0378611224054068,0.1377282905620803,0.419490884964378,1.1568185400882087
CEBPD,-0.35847092127366137,0.6783066115697304,0.6094250215907483,0.06488495458559045,0.36976922266806184
CEBPG,-0.08667561100319106,-0.34793491649648356,-1.277246067172408,-0.19240551051308794,0.39380057702741905
CEBPZ,0.16110876185090287,0.20216212317802554,0.3645895348581441,0.42861327546418804,0.8232122454807416
CEBPZOS,-0.5100026040725744,-0.6828487417127196,-0.9050019562874664,-1.082580104540158,-1.0977974442063578
CECR2,0.15078237711150658,0.6172970665580693,0.5188909287549344,0.7910631200271252,0.11588662188824107
CEL,0.7348537960435544,2.9106299472738426,2.786227567950751,2.675943136224903,-0.006373196190288982
CELF1,-0.08678976959958305,-0.005943996497200067,-0.28070219403712243,-0.23825888101019455,0.4791079682483005
CELF2,0.15980891154333957,0.615915021423775,1.017887760461,1.3508310712841085,-0.6285238328890574
CELSR1,-1.1660830587322666,-1.061119568592353,-1.4004904225345818,-1.0865086910128923,-0.5335469472092276
CELSR2,-0.3217807341960362,-0.03949466219964277,-0.17337125079167517,-0.3369077688307202,-0.5219336554769262
CELSR3,0.15125596196636218,1.4898220093279324,1.7774138443942917,1.6964743988053406,0.3497833913913071
CEMIP2,0.2292486626898892,0.5697920563053701,0.24221945862185465,0.279191216322028,1.5032547827468057
CENATAC,0.4360832807483537,0.1401824527562247,0.4627259901171846,0.418870943996146,0.201142191468795
CENPA,-1.2911927707471804,-1.7525597024625874,-2.7743401214231374,-2.8799401344152082,-1.2406243532680645
CENPB,-0.16450323744222586,-0.45492101239867816,-0.16675137800963294,-0.5282648728202658,-0.46891547830863595
CENPC,0.06957768942398601,0.2718302436321508,0.15307935161401673,0.09505910365385166,1.1834832669038662
CENPE,0.013303835736501122,-0.5644462685905408,-1.836440068288341,-2.041433816289336,0.014088876874215877
CENPF,0.252592582695723,0.06492569009089151,-1.305124712412737,-1.6862927786560957,0.05099197914415589
CENPH,-1.1946481289327777,-2.1508156757296306,-3.4357316964918816,-3.365275437084986,-0.8206504509792685
CENPI,-0.6543096048019882,-1.4292000107265566,-2.403013762388037,-2.2160491060961,-2.1141285218610895
CENPJ,0.05331918087130333,-0.12370536267591287,0.011592374132184089,-0.11870823367990226,0.6569055327632187
CENPK,-0.261486992347129,-0.9492101443012552,-1.6284862618527047,-1.497523099282868,-0.8206362950645097
CENPL,-0.19032195887287745,-0.2572674618001237,-0.8341998913250392,-0.7465951710691191,0.3430158529970875
CENPM,-0.0444167990953089,-1.694810071082703,-2.4191831026681703,-2.766733239379215,-1.6565247995875687
CENPN,-0.3665356457673643,-1.5422602281771172,-2.1727188812793274,-1.9522854517989718,-0.1887425612415728
CENPO,0.4296482071711958,-0.4141198131967825,-0.36985952568419106,-0.567709439573016,-0.3658092915920818
CENPP,-0.4524086336413926,-0.9181298843749371,-1.7689281728203743,-1.4461385204305617,-0.20564661550326965
CENPQ,-0.05606583449542735,-1.0757861470052492,-0.8439628218368543,-0.8386460076173085,0.707159559350336
CENPS,0.2746783489370069,-0.6949913691746369,-1.113182436435003,-1.1982732381208077,-1.308911923233371
CENPS-CORT,0.0761142719675767,-0.20647109412447898,-1.60366857186071,-0.8732182724120983,-0.28904764131890553
CENPT,0.2589598437037577,0.17481400615792075,0.7387841113381932,0.34839808640298736,-0.6686390239963668
CENPU,-0.25961160531437155,-1.435173842450715,-2.3789704765569812,-1.798205562026608,0.15017493729319417
CENPV,0.35386443458702205,-0.19530019471783644,-0.6846754141315993,-0.6901505175704015,0.1449433437991952
CENPW,-0.32385208624348766,-1.6558489194875814,-2.6515669152579653,-2.6761382680977444,0.11968831127253633
CENPX,-0.12925006410006887,-0.6897198471465966,-0.2559712351669994,-0.3937094499519457,-0.8298226570234988
CEP104,-0.15759241350265984,-0.06759141592944598,0.3777690024256742,0.21237489484720862,-0.22978344077632135
CEP112,-0.03177275229301574,0.14285688923136905,-0.22934047246849454,-0.5085667631525097,-0.7184256941433056
CEP120,-0.2392898119208399,0.05200812401248891,-0.23365977018519465,0.5651998313886898,-0.4497456676276373
CEP126,-0.28768467704324424,0.07854213073863296,0.24162461649794,-0.17569909532688083,-0.9242517812415751
CEP128,0.17615362040860974,-0.7512284662058272,-1.4745582257416499,-1.4479014018306053,-0.8443217393573326
CEP131,-0.019239010298155213,-0.5846206320267583,-1.0852820704286954,-0.6669452630752662,-0.5852494440861701
CEP135,0.019799105419073555,0.29776909267036206,0.8345009042137221,0.6495815604098432,1.0133548829683725
CEP152,0.16975995243345784,-0.1951708639567612,-0.7240266769548962,-1.007875347672997,0.12461090429304093
CEP162,-0.14800616942244005,-0.43208372513543675,-0.37020687321313894,-0.5000703363969171,0.011828437550753237
CEP164,0.5437798157513443,0.5660704909254202,0.391092977305494,0.4449457618796298,-0.10812618720634219
CEP170,0.11500768502153308,0.008071946549285655,-0.09182900006099011,0.19053575784722152,0.5047213327444703
CEP170B,-0.25392811993010134,-0.370946497592866,-0.09881350170559479,0.08808843400398601,0.03863528524760127
CEP170P1,0.11500768502153308,0.008071946549285655,-0.09182900006099011,0.19053575784722152,NA
CEP19,-1.3578823841209773,-0.5309674154146453,-0.19839358067754065,0.047845437854588044,-0.269159286993146
CEP192,0.3662110873495457,0.2925895217703418,0.3238931536797853,0.4390658388759163,0.10983371945877397
CEP20,-0.18389720304822826,-0.07199610981528123,-0.2228150389181398,-0.17687754712512313,0.5960442383789429
