ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_symbol
ENSG00000049323,12.622925156106461,-1.8204649029013265,0.6882219977026831,6.813736210953197e-4,0.002115777948268537,LTBP1
ENSG00000049759,374.5883792786501,1.194201263728192,0.10704498124481587,1.4577198891036664e-29,3.9011829072639437e-28,NEDD4L
ENSG00000051009,145.1826573156358,1.0209299254761148,0.16241206919279857,8.247027233896669e-11,6.788398454457476e-10,FHIP1B
ENSG00000051180,95.2057432338993,-1.5614073369013792,0.21116126206743213,1.996089719847014e-14,2.2183434071409042e-13,RAD51
ENSG00000051341,50.19961721584395,-1.3305483003637324,0.28697269118879876,5.787441851142984e-7,2.989801503178358e-6,POLQ
ENSG00000053918,7.503619888968045,-1.0457789129425046,0.8167376456511418,0.02401817880925122,0.04979990824442342,KCNQ1
ENSG00000054277,42.025820642324895,-2.491311517053174,0.36182009532290893,5.319026916928161e-13,5.282412839277216e-12,OPN3
ENSG00000054611,81.65275762145795,-1.2293522554069718,0.2182180296739835,3.3130502182775515e-9,2.2780808909906733e-8,TBC1D22A
ENSG00000055163,293.7724836058486,1.2917905435585515,0.1271040588733739,5.269136815669535e-25,1.1315453486424291e-23,CYFIP2
ENSG00000057657,5.937951585859994,4.377946248620658,1.4244348230208461,1.3297830545354775e-4,4.7616554773190494e-4,PRDM1
ENSG00000058085,244.93333256332167,1.5593882949244926,0.1300536733521081,5.511239547755588e-34,1.788617006602887e-32,LAMC2
ENSG00000058804,336.122184961272,-1.042362125269883,0.11283004154802025,6.209694335823302e-21,1.0676906729091636e-19,NDC1
ENSG00000058866,52.96609117588685,2.049997720353857,0.2960391818611756,4.686473250631562e-13,4.674690791170515e-12,DGKG
ENSG00000059804,304.8707644048922,1.2817003367936077,0.12092837148142276,5.839106047587961e-27,1.3934829018830218e-25,SLC2A3
ENSG00000060642,31.4439460270348,-2.0492830402712854,0.3957577321090574,2.1373054144367944e-8,1.3475978119631277e-7,PIGV
ENSG00000060656,16.16633279144937,1.14956554348422,0.5136609429083275,0.003926478723009584,0.01018189825721603,PTPRU
ENSG00000060971,274.40456058621834,1.079559777980655,0.1262593704599211,2.8777827460783804e-18,4.19379358863764e-17,ACAA1
ENSG00000061656,21.843420243293963,-2.598640495099547,0.5241762595577729,6.324742453110816e-8,3.731362926798091e-7,SPAG4
ENSG00000062524,48.53340015343313,1.209159570708901,0.31440757890364673,2.1666281200008075e-5,8.873390519848468e-5,LTK
ENSG00000063438,11.65040388578413,1.8388776962564832,0.6734361354075449,5.635589843486821e-4,0.0017799351882174976,AHRR
ENSG00000063660,77.2093775207689,1.1988027087108033,0.23564872878353732,6.61339553848566e-8,3.8958644096424435e-7,GPC1
ENSG00000063854,223.55476286452506,-1.5764259381805776,0.15502433675672472,3.610921781513898e-25,7.839306247965194e-24,HAGH
ENSG00000064102,430.9901554867172,-2.01413537606999,0.10907668459179262,3.266263046881702e-77,3.729179464317454e-75,INTS13
ENSG00000064195,7.216778308716751,2.0491973150474925,0.8931784368800904,0.0017416826404447437,0.004941098230936376,DLX3
ENSG00000064199,37.340957174842636,-2.0595318026018132,0.3533880786595228,5.837678610230662e-10,4.3576650773452775e-9,SPA17
ENSG00000064601,669.7207538609647,1.0871509188025719,0.08584448610824882,2.087131100354278e-37,7.867641463805794e-36,CTSA
ENSG00000064763,203.70192851529816,-1.2629516453700986,0.15141249117931732,1.4543837940331397e-17,2.0122991117093223e-16,FAR2
ENSG00000065060,146.97660246366868,-1.1062798353381726,0.17363558313270008,4.106663393879116e-11,3.479591460804141e-10,BLTP3A
ENSG00000065150,840.8384073226148,-1.1149472163563707,0.07476056590633093,6.219923070024869e-51,3.58946105895617e-49,IPO5
ENSG00000065328,296.97374520273354,-1.9330510638573986,0.1289933424634411,8.699787452913017e-52,5.13255118504571e-50,MCM10
ENSG00000065357,294.1141305608976,1.0326770689995979,0.12513667641710288,3.841810987018764e-17,5.119188947438102e-16,DGKA
ENSG00000065534,24.417629198257625,-1.3260399535517018,0.4325419661189877,3.0752744516850496e-4,0.0010220859800678897,MYLK
ENSG00000065613,856.96867395466,1.3775231126911283,0.07282046673798079,1.4590330056746086e-80,1.808972953129378e-78,SLK
ENSG00000065911,1511.4654693153896,-1.4854474450205406,0.06193284591681064,4.968928349854291e-128,1.4337616893125017e-125,MTHFD2
ENSG00000065923,246.27629064509915,1.45666670414829,0.12862877159530545,1.674266747254883e-30,4.661511101567543e-29,SLC9A7
ENSG00000066230,39.38581328209654,-1.2243254725824695,0.32018950895256726,2.242006414326421e-5,9.149046488907252e-5,SLC9A3
ENSG00000066279,509.9267052689268,-1.6173093294524818,0.10212463792805077,2.0132709719291026e-57,1.4656243268126081e-55,ASPM
ENSG00000066422,227.707145158686,1.0522342488337406,0.13148788638302297,3.140013122870199e-16,3.928750733411267e-15,ZBTB11
ENSG00000067057,1606.633660844972,-1.5058059449100496,0.061191773129897035,1.6121775456790162e-134,5.4436718404097846e-132,PFKP
ENSG00000067066,400.43121970260273,1.2876215220568838,0.1131038504265887,9.26292108471307e-31,2.601815179015866e-29,SP100
ENSG00000067182,1387.2377952853349,1.251894612070679,0.060226668962086116,1.1271467667535128e-96,1.8829283356187628e-94,TNFRSF1A
ENSG00000067191,101.00749226656912,1.1133935969918989,0.20764471377430638,1.7971392755202438e-8,1.1454056346388061e-7,CACNB1
ENSG00000067208,190.94024774508807,1.0666613405491392,0.14168048241537712,1.2768143794324446e-14,1.4381152733564866e-13,EVI5
ENSG00000068024,24.36399279850413,-1.8909058472593399,0.4609817139765534,4.322613706628331e-6,1.975234077863277e-5,HDAC4
ENSG00000068383,124.88806202068035,-2.301132078652074,0.20478847468649786,2.4624890548244912e-30,6.796469791315596e-29,INPP5A
ENSG00000068489,834.0111907487188,-1.6533021939487174,0.07925055880970133,1.853963712406532e-97,3.130042991052305e-95,PRR11
ENSG00000068784,39.353340594888884,-1.0590382647424197,0.32945551193380807,2.775857854916435e-4,9.284059885674147e-4,SRBD1
ENSG00000069812,9.325002127647442,2.825966958057233,0.8229428166943976,5.780973103826389e-5,2.2043258807718594e-4,HES2
ENSG00000070476,94.59533880124873,-1.7991062826838522,0.21341567022503333,4.369008924451616e-18,6.297563272574672e-17,ZXDC
ENSG00000070669,14.960200688718544,-1.0953816017121745,0.574477496725266,0.008829306678388125,0.020814185529711756,ASNS
ENSG00000071242,20.340734891415245,-1.293735737860764,0.5007766207201636,0.0012968337651818105,0.0037887982057134262,RPS6KA2
ENSG00000071246,43.461954258296714,-1.1115657258439495,0.30459235866479867,5.325240412299566e-5,2.0428224641816318e-4,VASH1
ENSG00000071539,180.32359418332348,-1.7970985261839743,0.16075516115995284,6.098147219504789e-30,1.6628452985144502e-28,TRIP13
ENSG00000071889,60.45191785001865,-1.233896647589916,0.2619941810431503,4.555083175941563e-7,2.3865688346712647e-6,FAM3A
ENSG00000072042,610.6115991054205,-1.084099780833424,0.08635572903872263,9.559674724843867e-37,3.5200008789622315e-35,RDH11
