ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_symbol
ENSG00000026751,8.125461072797796,1.1710200057225424,1.058546270473543,0.009059180152314524,0.03255787692742903,SLAMF7
ENSG00000064195,5.104720783044811,3.454990858336855,1.5117056365134014,0.0010991627110860987,0.0056505142286421405,DLX3
ENSG00000070669,95.82017724367084,4.2554162146026915,1.27660783097989,2.6653448278381375e-5,2.1992076199718147e-4,ASNS
ENSG00000072840,101.0349292366618,1.4344185151731512,0.20971208658250892,6.324072703347265e-13,1.9850860551591956e-11,EVC
ENSG00000073605,35.90500015999883,1.418558790401479,0.38441032540325165,1.540212858996529e-5,1.3405758294263007e-4,GSDMB
ENSG00000075826,77.69412880482939,1.1432462518979298,0.23195103758887084,7.515176472143567e-8,1.0901809094742777e-6,SEC31B
ENSG00000080603,21.999643242024774,1.3747273108963998,0.48294570647753154,2.822280319905411e-4,0.0017509294179800055,SRCAP
ENSG00000085465,26.32921720552686,1.2961791453478597,0.4354895554567446,1.949075645213686e-4,0.0012706457354766908,OVGP1
ENSG00000089692,5.540490697305429,1.225847065674113,2.094557084106005,0.011483001044428657,0.03933334441803018,LAG3
ENSG00000094916,932.2964631908252,1.0944467464702825,0.07535921916296771,8.866584762877656e-49,3.8473154413745316e-46,CBX5
ENSG00000099812,14.65000715128769,1.1106924563675789,0.6147146867792789,0.004014631307004023,0.016712148891712852,MISP
ENSG00000100290,25.356192094025726,1.17396562440811,0.4271985621725293,4.2785861051142183e-4,0.0025138184312524913,BIK
ENSG00000104368,95.62475366623596,1.059032249849394,0.21856999994365828,1.2124633051364028e-7,1.700608358940459e-6,PLAT
ENSG00000104419,176.52666404325396,1.1975095707511223,0.1800718297310939,2.5043795873972043e-12,7.273053553714755e-11,NDRG1
ENSG00000104783,73.22849793610212,1.8333986829189124,0.25416894264428247,4.2712707729759447e-14,1.5832677817516108e-12,KCNN4
ENSG00000105974,130.96613433212372,1.218819486132403,0.18789347199781686,7.835875930925323e-12,2.1328907307922746e-10,CAV1
ENSG00000106089,45.75268394355223,1.1510267797834095,0.33917895013522636,5.389435963939469e-5,4.083736454853569e-4,STX1A
ENSG00000107984,98.30321394535791,1.25534590888856,0.20927086253627214,1.76837138599116e-10,4.0385113092147965e-9,DKK1
ENSG00000110169,7.892344589595749,1.7658340590960724,0.9917391189990155,0.0032919601914984963,0.01411810718173759,HPX
ENSG00000113369,86.11855928445544,1.170558836995466,0.23269020505891022,4.29541040490232e-8,6.601061427450408e-7,ARRDC3
ENSG00000118514,13.004892769182788,1.2373264232420984,0.6965620076219468,0.003685468771812596,0.015552551713544402,ALDH8A1
ENSG00000120149,23.89049246186482,1.284001424932685,0.4523281237634756,3.03979607528185e-4,0.0018683381622527472,MSX2
ENSG00000122861,4319.8589400912215,1.5253937594549727,0.04758833096422242,1.6830870839676652e-226,2.4830583749774965e-222,PLAU
ENSG00000125398,154.97912935519903,1.0213048634811388,0.16706055396052538,1.0227735875441777e-10,2.421986956186076e-9,SOX9
ENSG00000125775,26.22117563938777,1.3439562626094201,0.44174598529860015,1.5349075026703862e-4,0.0010214023629632931,SDCBP2
ENSG00000126005,639.7658482870272,1.7693861859406688,0.09101441448829475,2.970113505134078e-85,6.259726363034721e-82,MMP24OS
ENSG00000127364,15.961198786389694,1.3938854774214386,0.6049440915388691,0.0011437041524570844,0.005850578141886049,TAS2R4
ENSG00000134070,34.26633833369582,1.0140654204200137,0.361511561557758,4.1990733281187345e-4,0.0024690685057686605,IRAK2
ENSG00000134531,500.76060860845774,1.0572699169537043,0.10680119335132938,4.274451957675924e-24,4.260877684567088e-22,EMP1
ENSG00000137193,76.10211867423185,1.0090202235720387,0.24353431377609386,3.412381709504604e-6,3.4815260968410386e-5,PIM1
ENSG00000137331,414.26880998686755,1.4239559379503341,0.10699970964994934,1.705114972539542e-41,5.71717299769906e-39,IER3
ENSG00000137434,17.35071664734841,1.2402965497011988,0.533877810538912,0.0012449062113412152,0.006283195650607614,C6orf52
ENSG00000138111,39.76888380338147,1.2205480396080204,0.3325694997176462,1.9227357405608927e-5,1.6368217184359405e-4,MFSD13A
ENSG00000138166,342.0516174479615,1.318131535556977,0.11886606486602627,1.2583185304628423e-29,2.0178231825998166e-27,DUSP5
ENSG00000140740,317.07903810472243,1.2171324299879278,0.11608925389268186,9.781789810069399e-27,1.233425171520973e-24,UQCRC2
ENSG00000141505,56.60930708202858,1.1487126328248647,0.27365735278297815,2.3444397193113966e-6,2.4883107323022325e-5,ASGR1
ENSG00000141540,8.578008421293355,1.1244918876216796,0.9994255091109231,0.009358308879483754,0.03333247969556345,TTYH2
ENSG00000142178,21.621543434112095,2.4308622302640073,0.5462503429270607,6.478228181008519e-7,7.937981757011518e-6,SIK1
ENSG00000143127,7.860885739739314,1.8482037907578808,0.9194931405884087,0.002283218332746586,0.010428251240530787,ITGA10
ENSG00000143387,36.32854771886179,1.8539448751815018,0.3655099800732752,2.9155839414050948e-8,4.6400873665101793e-7,CTSK
ENSG00000150687,179.59573349120956,1.0466311056492592,0.15168923648846527,5.450901636856271e-13,1.721994686264252e-11,PRSS23
ENSG00000150782,78.25011436633824,1.3735032939629594,0.266864320327376,2.049180203687888e-8,3.3405033751389405e-7,IL18
ENSG00000153233,8.291394845575587,2.252091701929735,0.943697288147449,0.0010084962724518367,0.005251820032794783,PTPRR
ENSG00000153558,40.564500115787915,1.4474300290394722,0.3467010295465392,2.1579581732436445e-6,2.315371413080981e-5,FBXL2
